@relation 'cellcycle0.names'
@attribute cln3-1                                  numeric
@attribute alpha0                                  numeric
@attribute alpha14                                 numeric
@attribute alpha28                                 numeric
@attribute alpha77                                 numeric
@attribute alpha112                                numeric
@attribute cdc15_50                                numeric
@attribute cdc15_120                               numeric
@attribute cdc15_160                               numeric
@attribute cdc15_190                               numeric
@attribute cdc15_200                               numeric
@attribute cdc15_220                               numeric
@attribute cdc15_230                               numeric
@attribute cdc28_50                                numeric
@attribute cdc28_80                                numeric
@attribute cdc28_90                                numeric
@attribute cdc28_100                               numeric
@attribute cdc28_120                               numeric
@attribute cdc28_130                               numeric
@attribute cdc28_140                               numeric
@attribute cdc28_150                               numeric
@attribute cdc28_160                               numeric
@attribute elu0                                    numeric
@attribute elu120                                  numeric
@attribute elu330                                  numeric
@attribute elu390                                  numeric
@attribute class {11.02.03.01,01.04,43.01.03.09,32.01,12.04.01,14.10,20.09.07.03,16.03.03,42.01,01.05,20.03,01.03.01.03,10.01.09.05,11.02.03.04,12.10,01.05.25,16.19.03,11.04.03.01,34.11.03.07,14.04,16.01,43.01.03.05,42.16,12.01.01,01.07.01,20.09.07,32.07,01.05.02.07,01.06,20.09.04,20.01.13,01.06.02.01,11.06.02,10.01.05.01,20.09.13,14.07.02.02,12.07,14.13,10.03.01,10,16.03.01,42.04,34.01.01.01,01.01,11,20.01.01.01,20.01.03,11.04.01,01.03.01,14.07.11,20.09.18,20.01.07,20.01.15,14.01,01.06.06.11,14.13.01.01,10.03.02,20.01.10,01.02,99,32.01.01,14.13.01,02.13.03,14.07.05,01.03.04,16.21.07,14.07,40.01,12.04,10.01.05,42.10,10.03.01.01,01.01.06,10.03.04,01.01.09,20.01,20.09,11.04,18.02,02,01}
@data
-0.14,0.17,-0.18,-0.15,-0.25,0.42,0.32,-0.09,0.3,-0.14,-0.61,-0.8,0.01,-0.73,-0.2,1.24,0.47,-0.55,-0.23,0.53,0.42,0.05,-0.8,0.44,0.13,-0.46,12.01.01
-0.42,0.51,0.11,-0.28,0.04,0.34,-1.23,0.06,-0.83,0.29,0.05,0.76,0.15,-0.27,1.28,0.24,0.15,-0.75,-0.47,0.51,0.93,0.91,0.54,-0.28,0.46,0.48,42.01
0.41,-0.27,-0.41,-0.27,-0.03,-0.22,0.15,-0.27,-0.42,0.31,-0.53,0.1,0.1,0.04,-0.15,0.06,-0.25,0.02,0.04,-0.21,0.14,0.08,0.26,-0.41,-0.01,-0.03,11.04
-0.09,-0.09,0.13,0.12,0.11,-0.01,0.05,-0.81,-0.68,0.28,-0.71,-0.46,0.38,0.18,0.31,0.13,0,-0.25,-0.0329412,0.08,0.16,0.08,0.49,-0.46,0.36,0.14,16.01
-0.64,0.24,-0.04,0.23,0.03,0.11,0.61,-0.75,-0.7,0.51,-0.91,-0.85,-0.27,-0.04,0.23,0.29,-0.04,-0.06,-0.13,-0.0157576,-0.22,-0.15,0.1,0.52,-0.1,-0.31,42.01
-0.07,-0.21,0.13,-0.48,0.08,0.12,0.22,-0.03,1.06,-0.43,0.182,0.29825,0.71,-0.84,0.0404167,-0.0174468,-0.0972917,1.16,0.0197368,0.045,-0.0428261,0.0363043,0.15,-0.1,0.09,0.18,43.01.03.09
-0.56,-0.02,-0.11,-0.34,-0.01,-0.2,-0.1,-0.4,-0.17,0.1,-0.26,-0.21,0.63,-0.13,0.24,0,0.25,0.18,-0.034,0.36,0.27,0.25,0.93,-0.56,-0.07,-0.05,32.01
0.15,0.31,0.06,-0.26,-0.01,-0.24,-0.04,-0.38,-0.09,-0.21,-0.22,0.43,0.97,-0.02,0.33,-0.21,0.19,-0.21,-0.14,0.29,-0.14,0.14,0.71,-0.14,0.1,0.15,10.01.05.01
-0.76,0.06,-0.28,0.08,-0.09,-0.34,-0.69,0.92,0.26,0.08,0.23,0.74,-0.64,-0.21,0.24,0.26,0.04,0.26,-0.09,0.0437747,-0.18,0,-0.67,0.01,0.1,-0.21,20.01
0.64,0.08,0.22,0.08,0.04,0.07,0.26,-0.48,0.03,0,-0.29,-0.16,-0.1,-0.09,0.28,0.28,0.39,0.19,-0.14,0.24,-0.14,-0.19,-0.06,-0.3,0.37,0.6,01.05.02.07
0.01,0.33,0.19,-0.15,-0.02,-0.33,0.19,-0.14,-0.16,-0.1,-0.82,-0.2,0.26,0.11,-0.13,0.01,-0.1,0.12,-0.1,0.0111165,-0.25,0.02,0.58,-0.09,-0.07,-0.05,16.01
0.85,0.1,0.13,-0.04,0.02,-0.3,0.15,-0.1,-0.1,-0.17,-0.17,0.12,0.05,-0.21,0.23,0.04,0.26,0.08,0.01,0.26,-0.09,-0.06,0.25,-0.3,0.03,0.17,20.09.04
0.04,0.11,0.35,0.21,0.14,-0.11,0.45,-1.11,-0.69,0.11,0.81,-0.67,-0.09,-0.1,0.29,0.12,0.4,-0.29,0.0624242,0.63,-0.06,-0.18,-0.35,0.35,-0.13,-0.21,10.03.01
-0.3,0.05,-0.07,-0.01,-0.05,-0.1,-0.24,0.62,0.22,-0.37,0.32,0.83,-0.06,0.07,-0.08,0.42,0.07,-0.22,0.0572674,0.01,0.01,-0.06,-1.62,0.14,-0.15,0.29,01.04
-0.58,0.1,-0.66,-0.09,0.14,-0.21,-0.04,0.3,0.14,0.25,0.02,0.01,-0.42,0.25,0.26,-0.54,-0.13,0.79,0.36,0.36,0.0566667,0.0822222,-0.84,0.26,-0.14,0.32,32.07
-0.2,0.26,-0.15,-0.08,0.17,0.01,-0.0166284,-0.194783,-0.200866,-0.0344574,-0.053125,0.0028629,0.175415,-0.2,0.04,0.22,0.03,-0.51,-0.0329412,0.28,0.16,0.13,0.35,-0.01,0.01,-0.16,16.01
0.28,0.33,0.18,0.35,-0.18,-0.16,-0.34,0.67,-0.11,0.1,0.24,-0.09,-0.76,0.02,0,0.63,0.21,-0.18,0.0399099,0.08,0.09,-0.03,-0.83,0.13,0.42,-0.14,01.05
0.2,0.18,-0.38,0.03,-0.12,0.21,-0.1,0.3,-0.29,0.1,0.3,-0.01,-0.17,0.71,0.07,-0.09,-0.43,0.15,0.0572674,-0.28,-0.1,-0.19,-0.41,0.16,0.2,-0.16,01.04
0.01,0.18,0.04,0.13,0.09,0.11,0.33,-0.4,-0.33,0.18,-0.64,-0.53,-0.33,0,0.04,-0.31,0.03,0.26,0.0572674,0.11,0.16,0.3,0.07,0.1,0.05,0.12,01.04
0.24,-0.06,-0.17,-0.14,0.01,-0.31,0,0.31,0.03,-0.17,0.53,0.18,-0.5,-0.13,0.4,0,0.1,0.51,0.14,0.25,0.200909,0.108182,0.14,-0.27,0.05,-0.08,20.01.10
0,0.34,0.08,0.15,-0.37,0.16,-0.27,0.17,-0.24,0.26,0.77,0.48,-0.22,0.18,0.51,0.01,-0.35,-0.05,-0.16,0.00578947,0.15,0.39,1.35,-0.22,0.24,-0.37,20.03
-0.25,0.16,0.44,0.11,-0.22,0.11,-0.11,-0.36,-0.46,0.09,-0.27,-0.48,0.4,0.28,0.14,0.42,0.42,0.19,-0.11,0.0111165,0.08,0.14,1.19,-0.46,0.15,-0.07,16.01
-0.58,-0.29,-0.63,-0.56,-0.02,0.17,0.05,0.26,-0.11,-0.24,-0.32,0.36,-0.04,-0.48,-0.19,0.214172,0.49,-0.27,0.05,0.45,0.04,0.28,-0.86,0.45,-0.42,-0.5,12.01.01
0.48,0.21,0.41,0.25,-0.1,-0.38,-0.19,0.18,0.35,-0.33,0.95,0.64,0.39,0.08,0.16,0,-0.2,0.34,0.0197368,-0.4,-0.64,-0.45,0.15,-0.06,0.02,-0.17,43.01.03.09
0.5,-0.12,0.31,0.02,-0.22,-0.44,-0.75,0.37,0.22,-0.32,0.49,0.98,0.07,-0.09,-0.11,0.09,-0.09,0.22,0.17,0,-0.37,-0.05,0.73,-0.58,0.27,0.04,11.02.03.04
-0.64,-0.19,-0.07,-0.48,-0.05,0.06,-0.22,-0.63,-0.16,0.3,0.23,0.03,-0.43,0.31,0.43,-0.42,-0.19,-0.91,-0.51,0.18,0,-0.27,0.06,-0.11,-0.14,0.13,42.01
0,0.06,0.52,0.06,0.06,0.22,0,-0.18,-0.49,0.06,-0.06,-0.29,-0.18,0,0.08,0.44,0.11,0.32,0.0365672,-0.09,0.19,0.43,1.14,-0.28,-0.04,-0.02,42.01
-0.47,0.09,0.31,0.2,0.1,-0.03,-0.19,0.31,-0.38,0,-0.15,0.04,-0.28,0.11,0.02,-0.02,0.03,-0.71,0.03,0.0963636,0.24,0.03,0.19,0.28,-0.13,-0.02,14.10
-0.2,0.08,0.08,0.24,0.23,-0.31,0.23,2.03,-0.35,0.25,0.08,-0.16,-0.44,-0.13,0.3,-0.17,-0.05,1.07,-0.13,0.74,-0.56,0.24,0.13,0.05,-0.02,0.41,01.02
-0.43,0.06,0.19,-0.31,-0.22,0.05,0.12,-0.05,-0.08,-0.21,0.34,0.74,-0.39,0.22,-0.02,0.07,-0.11,-0.12,0.02,0.145294,-0.04,-0.01,0.28,0.28,-0.06,0.1,01.06
-0.29,0.23,0.41,0.15,0.02,-0.35,-0.55,0.08,0.35,-0.53,0.43,0.85,0.04,-0.55,0.19,0.43,0.73,0.23,-0.05,0.17,0.01,0.23,0.9,-0.48,0.16,0.24,01.05
-0.43,0.15,-0.1,0.21,0.06,0.1,0.18,-0.52,-0.7,0.38,-0.07,-0.41,0.4,0.49,0.23,0.36,0.2,-0.17,-0.0329412,0.15,-0.35,-0.51,0.09,0,0.26,-0.04,16.01
-0.3,0.24,0.39,0.22,-0.13,0.21,0.13,-0.47,-0.3,0.02,-0.19,-0.19,0.29,0.04,0,-0.23,0.07,0.12,-0.0189583,-0.04,-0.14,0.12,1.06,-0.02,-0.01,-0.09,14.04
0.41,-0.2,0.06,0.24,0.11,0.28,0.04,-0.27,-0.2,-0.08,0.16,0.27,0.35,0.38,-0.09,0.13,-0.07,0.19,-0.0189583,-0.06,-0.21,0.18,0.85,0.26,-0.18,-0.29,14.04
0.06,-0.02,0.34,-0.24,0.37,-0.41,-0.16,0.38,0.37,-0.43,0.248571,0.51,0.66,0.34,0.64,-0.04,0.44,0.22,-0.46,0.09,-0.36,-0.04,-0.02,-0.26,0.4,0.35,01.03.01
0.58,-0.17,-0.42,-0.03,0.13,0.43,0.31,-0.16,-0.26,0.4,-0.32,-0.53,-0.53,0.86,0.49,-0.25,0.12,-0.41,0.07,0.47,-0.0277528,-0.0610112,-0.58,0.09,0.23,0.13,10.03.01
0.25,-0.23,0.32,0.56,-0.03,0.12,0.19,-0.47,-0.16,-0.27,0.13,0.03,0.72,0.14,0.29,-0.21,0.34,0.12,-0.02,0.0111165,-1.06,-0.02,0.06,0.21,0.1,0.02,16.01
-0.12,-0.0702857,0.71,0.04,-0.09,-0.19,-0.21,0.61,0.53,-0.35,-0.0210703,-0.00814159,0.43,0.1,0.03,-0.0752231,-0.0500265,-0.04,-0.37,-0.37,-0.4,0.28,-0.73,-1.12,0.54,0.13,11.02.03.04
0.36,-0.28,0.01,0.08,0.3,0.03,0.31,-0.08,0.04,-0.38,-0.36,-0.01,0.48,0.23,0.34,-1.16,-2.11,0.08,0.29,0.06,-0.384783,-0.261957,0.07,-0.07,-0.2,-0.01,10.01.05.01
-2.32,0.69,0.88,-0.73,1.09,-0.79,-1.12,1.94,0.22,-1.58,-0.93,0.58,0.42,-0.42,0.01,1.16,0.43,-0.35,-0.11,-0.21,0.05,0.18,0.71,-0.59,1.02,0.59,43.01.03.05
0.1,-0.42,-0.51,0.06,-0.25,0.01,-0.23,-0.11,0.09,0.04,0.35,0.43,-0.36,0.03,0.24,0.15,-0.48,0.26,0.52,-0.000535714,0.28,0.14,-1.17,0.2,0.26,-0.2,01.05
0.14,0.16,-0.55,0.23,-0.11,0.11,-0.02,-0.02,0.05,-0.55,0.33,-0.14,-0.19,0.24,0.33,-0.28,-0.52,-0.08,-0.03,0.07,-0.04,-0.15,-0.63,0.01,0.25,0.1,20.01
0.28,0.31,0.64,0.16,0.29,-0.14,0.31,-0.95,-0.53,-0.22,-0.06,-0.35,0.12,-0.22,0,-0.15,0.0783974,0.52,0.34,-0.21,0.0488514,0.0262162,0.28,0.07,0.1,0.47,01.05
0.12,0.04,-0.04,-0.07,-0.11,-0.27,-0.1,-0.2,-0.46,-0.18,0.23,0.27,0.18,0.01,0.17,0.24,-0.39,-0.11,-0.0271429,-0.44,-0.29,-0.36,0.17,-0.2,0.33,0,01.06.02.01
-0.64,-0.28,-0.17,-0.27,0,0.11,-0.21,0.04,0.1,-0.05,-0.56,0.23,-0.05,-0.77,-0.19,1.38,0.38,-0.14,0.43,0.19,0.45,0.28,0.18,-0.04,0.05,0.21,34.01.01.01
0.28,-0.56,0.58,0.04,-0.25,-0.36,-0.1,0.02,0.04,0.08,-0.94,-0.14,-0.56,-0.1,-0.15,0.19,-0.03,0.56,0.64,0.61,0.84,0.88,-1.97,-0.02,0.66,0.97,01.01
-0.49,-0.01,0.16,0.08,-0.09,-0.17,0.23,-0.14,-0.24,-0.16,-0.07,0.04,0.12,-0.28,0.27,0.19,-1.13,0.44,0.02,-0.000535714,0.31,0.5,-0.4,0.17,0.1,0.09,01.05
0,-0.29,-0.14,0.0643636,-0.09,-0.16,-0.29,-0.68,0.36,-0.06,0.39,-0.01,0.27,-0.59,-0.02,-0.03,-0.5,0.12,-0.05,0.21,0.5,0.41,-0.17,0.02,0.23,0.32,20.09.18
0.1,0,-0.2,-0.13,-0.18,-0.1,-0.86,0.49,0.11,0.52,-0.25,0.1,-0.2,-0.35,-0.53,1.52,0.05,-0.35,0.29,-0.22,0.27,0.34,-0.12,0.24,-0.19,-0.13,01.05.02.07
0.31,1.6,-0.04,-0.02,-0.22,-0.2,0.11,0.0547619,-0.0705,-0.197619,0.0527778,0.125455,0.0809524,-0.07,0.24,0.47,-0.45,-0.01,-0.014,0.51,0.69,0.85,0.69,-0.18,0.19,-0.38,01.05.25
-0.58,-0.04,-0.05,-0.08,-0.05,-0.09,-0.37,-0.49,-0.45,0.2,-0.45,-0.39,1.21,-0.41,0,0.41,-0.01,0.04,0.26,0.03,0.2,0.08,0.82,-0.19,-0.01,0.05,16.01
0.19,0.29,0.04,-0.31,0.15,-0.14,-0.49,-0.110702,-0.0852632,-0.0249091,-0.0385714,0.0705172,-0.0243103,0.19,0.29,-3.92,-0.0309524,0.17,0.22,0.27,0.01,0.14,0.26,-0.28,0.03,0.05,01.07.01
-0.1,0.08,-0.15,-0.08,-0.08,-0.13,-0.09,-0.05,-0.02,-0.09,-0.14,0,-0.02,-0.01,-0.1,0.2,0.29,-0.05,-0.0329412,0.25,0.12,0.2,0.75,-0.29,0.26,-0.12,16.01
0.26,-0.24,0.38,0.29,-0.45,0.24,-0.02,0.16,-0.02,-0.64,0.45,0.65,-0.18,0.01,0.12,-0.2,-0.32,0.44,-0.13,-0.33,0.0874,0.1116,0.22,0.29,-0.07,-0.33,32.01
0.15,0.24,-0.04,0.03,-0.01,-0.32,0.05,0.14,0.02,-0.11,-0.17,0.03,0.55,-0.44,0.05,0.63,0.13,0.0558633,0.21,0.13,0.22,0.15,-0.14,0.07,0.18,0.06,01.04
-0.25,-0.61,-0.27,0.23,-0.11,-0.18,-0.16,-0.23,-0.03,0.1,-0.02,0.08,0.5,0.19,-0.05,-0.35,0.22,0.36,-0.0189583,0.07,0.03,0.12,-0.24,-0.62,0.18,0.1,14.04
-0.27,0.15,0.28,0.2,-0.03,0.2,0.09,-0.44,-0.21,-0.07,0.03,-0.44,0.22,-0.04,-0.28,0.41,0.0177576,-0.21,0.26,0.18,0.18,0.06,0.74,-0.25,0.14,0.13,14.04
0.03,0.16,-0.77,0.11,-0.12,0.27,0.56,-0.3,-0.64,0.25,0.17,-0.01,-0.35,0.4,0.09,-0.14,-0.26,-0.09,-0.24,0.223313,-0.25,-0.55,-0.84,0.81,-0.52,-0.37,12.01.01
0.08,0.0274468,-0.24,0.07,0.04,-0.26,0.16,0.13,0.18,-0.3,0.49,0.63,0.03,0.24,-0.05,0.19,0.28,0.07,0.0197368,0.22,0,0.17,-0.23,-0.37,-0.06,0.12,43.01.03.09
-0.01,0.04,-0.83,0.47,-0.19,0.47,0.02,-0.5,-0.27,0.15,0.24,-0.05,-0.05,0.16,-0.15,-0.39,-0.05,-0.28,-0.0329412,-0.01,-0.03,-0.19,-0.55,0.14,0.03,-0.18,16.01
0.19,0.29,-0.09,0.11,-0.06,-0.15,0.05,0.41,0.3,-0.31,-0.16,0.57,0.16,-0.47,-0.22,0.38,-0.1,-0.34,0,0.64,0.08,-0.03,0.13,0.05,-0.27,-0.1,32.07
-0.94,1,0.97,0.01,-0.83,0.25,-1.57,0.48,-0.48,0.41,0.75,0.94,0.06,-0.4,0.67,1.09,0.27,0.04,0.08,0.0996154,0.71,0.48,0.87,-0.37,0.18,-0.2,32.07
-0.67,-0.06,-0.51,-0.21,-0.08,0,-0.03,-0.22,0.02,-0.02,-0.31,-0.28,0.56,-0.69,-0.3,1.03,-0.14,-0.06,0.27,-0.03,0.42,0.45,-1.17,0.58,-0.06,-0.14,12.01.01
-0.38,0.16,-0.64,-0.08,0.09,0.14,0.01,-0.58,-0.3,0.17,0.13,-0.24,0.53,-0.05,0.65,-0.8,-0.59,0.61,-0.04,0.23,0.0720703,0.103594,-0.92,0.57,-0.41,-0.01,16.01
0.23,-0.05,-0.18,0.03,0.02,0.45,0.25,-0.11,-0.32,-0.6,0.16,0.09,-0.06,-0.39,0.13,-0.09,-0.11,-0.08,-0.12,0.23,0.0122946,0.0206516,-0.5,0.51,-0.45,-0.4,11.02.03.04
-0.56,-0.17,0.26,0.08,-0.02,-0.15,-0.16,-0.59,-0.72,0.35,-0.64,-1.33,0.09,-0.42,-0.01,0.71,0.12,0.15,0.148286,0.26,0.59,0.55,0.24,-0.06,0.31,-0.03,14.10
0.23,0.21,0.1,-0.13,-0.14,-0.38,0.26,-0.12,-0.13,0.19,0.03,-0.22,0.82,0.06,-0.02,-0.4,-0.28,0.24,-0.46,0.13,0.0720703,0.103594,0.02,0.22,-0.08,-0.18,16.01
-0.15,0.1,-0.26,0.06,-0.19,0.41,0.2,0.19,-0.22,-0.16,-0.32,-1.08,-0.42,-0.42,-0.21,-1.74,0.36,-0.17,0.51,-0.03,0.69,0.34,-1.06,0.21,0.2,-0.31,12.01.01
0.91,-0.17,0.1,-0.42,0,-0.31,-0.05,0.17,0.1,-0.51,0.3,0.29,0.74,0.13,0.39,-0.21,-0.76,-0.08,0.23,0.145294,0.26,0.05,0.11,-0.39,0.19,0.22,01.06
-0.27,-0.01,-0.25,-0.11,-0.04,-0.11,0.08,0.08,-0.69,0.27,0.03,-0.04,-0.39,-0.03,0.18,-0.03,-0.32,-0.21,0.03,-0.00318841,-0.1,0.01,-0.54,0.36,0.1,0.1,10.03.01
-1.12,0.13,0.23,0.1,-0.17,-0.1,-0.47,-0.96,-0.5,0.1,-0.12,0.47,1.06,-0.5,-0.6,-0.39,-0.58,0.0228,-0.11,-0.25,-0.13,-0.01,1.48,-0.29,-0.16,0.04,11.02.03.04
0.57,0.21,-0.12,0.38,-0.28,0.15,-0.1,0.28,0.1,-0.04,0.48,-0.08,-0.59,-0.22,-0.06,0.41,0.0720979,0.02,0.24,-0.14,0.24,0.19,-0.44,-0.07,0.59,0.04,43.01.03.05
-0.84,0.14,-0.53,-0.17,0.11,-0.17,0.1,-0.49,-0.35,0.14,-0.17,-0.68,0.11,-0.2,-0.03,0.61,0.18,-0.05,0.05,0.09,0.15,0.06,-0.55,0.19,-0.08,-0.05,14.13.01
-0.42,-0.5,1.02,0.01,0.36,-0.14,-0.58,-0.39,0.44,-0.16,-0.36,-0.12,-0.3,-0.08,-0.52,0.41,1.04,0.32,-0.014,0.21,-0.03,-0.01,1.41,-1.12,1.09,0.85,01.05.25
0.36,-0.07,0.09,-0.16,0.09,-0.14,0.24,-0.07,0.25,-0.12,-0.02,0.15,0.28,-0.11,0,-0.37,0.18,0.18,0.47,0.00718062,0.05,0.06,-0.64,-0.31,-0.01,0.12,01.04
-0.23,0.04,0.91,0.2,0.44,0,-0.31,0.22,-0.19,-0.68,0.0527778,0.45,-0.11,-0.32,0.63,1.12,0.9,-0.24,-1.5,-0.4,-0.52,0.24,0.03,-0.19,0.49,0.15,01.05.25
0.6,0.3,0.26,0.04,0.16,-0.16,0.06,0.27,0.2,-0.17,0.34,0.13,-0.12,0.48,0.02,-0.27,0.24,-0.1,0.22,0.0113043,-0.16,-0.16,-0.17,-0.3,0.26,0.19,11.02.03.04
-0.38,0.0646701,-0.148041,-0.0812632,-0.0894271,0.120773,0.26,-1.02,-0.45,0.13,-0.43,-1.1,0.28,-0.41,-0.19,-1.58,0.16,-0.08,0.35,-0.15,0.7,0.67,-0.504286,0.275939,-0.048934,-0.17066,12.01.01
-0.2,0.13,0.48,0.31,-0.11,-0.0194845,-0.4,-0.33,-0.14,0.33,0.08,-0.14,0.06,-0.14,0.01,0.31,0.1,0.31,-0.15,-0.00318841,0.36,0.32,-0.42,-0.89,0.68,0.02,10.03.01
0.5,0.07,-0.37,-0.18,0.21,-0.26,-0.26,0.03,-0.14,0.09,0.3,0.51,0.11,0.31,-0.01,-0.12,0.24,0.14,-0.098125,-0.12,-0.16,-0.09,0.14,-0.18,-0.04,0.03,10.03.02
0.31,0.19,-0.06,0.25,-0.21,-0.18,0.03,-1,0,0.58,-0.22,-0.7,-1,-0.6,-0.3,1.02,0.38,-0.07,0.11,0.07,0.24,-0.07,-0.9,-0.18,0.73,0.35,01.05.02.07
0.26,-0.19,-0.37,0.02,0.22,-0.14,0.04,0.14,-0.02,0.05,0.15,0.13,0.22,-0.31,-0.43,1.12,0.25,-0.4,0.26,0.01,0.26,0.09,-2.39,0.36,0.04,0.29,01.01
-0.6,-0.16,0.37,0.22,-0.07,0.06,-0.61,0.05,0.52,-0.23,0.38,0.44,0.07,-0.01,-0.35,0.34,0.47,0.01,0.45,-0.00318841,-0.02,0.01,0.6,-0.5,-0.08,0.5,10.03.01
-0.86,0.00747253,-0.00703297,0.0246667,-0.0228889,-0.0186813,-0.06,0.36,0.25,-0.31,0.89,1.23,-0.51,-0.00417582,0.0267778,0.133146,-0.018,-0.0426136,0.0365672,-0.0157576,0.000470588,0.0187059,-0.188791,0.00989011,0.106813,0.0869231,42.01
-0.06,0.18,-0.01,-0.01,0.01,0.28,0.39,-0.75,-0.53,0.22,-0.94,-0.78,-0.34,0.12,0.14,-0.49,0.08,0.01,0.00829787,-0.01,-0.22,-0.24,0.35,0.22,0.07,0.02,11.02.03.04
-0.62,0.0646701,-0.148041,-0.0812632,-0.0894271,0.120773,-0.1,-0.11,-0.2,-0.2,-0.54,0.19,0.01,-0.45,-0.38,1.17,0.12,-0.28,0.25,-0.06,0.33,0.15,-0.504286,0.275939,-0.048934,-0.17066,12.01.01
-0.56,0.25,0.12,0.15,-0.13,0.19,-0.18,-0.37,-0.31,0.33,0.1,0.16,-0.37,-0.41,-0.18,0.6,0.22,-0.26,0.14,0.21,0.32,0.27,0.71,-0.39,0.51,0.23,14.13.01.01
-0.04,0.08,0.05,-0.06,0.14,0.26,0.16,0.14,-0.59,0.37,-0.0136364,-0.33,0.33,0.04,-0.2,0.35,0.27,-0.63,0.43,-0.0415,-0.02,-0.14,0.43,-0.09,0.16,-0.06,11.02.03.01
0.51,0,-0.31,-0.07,0.11,-0.14,-0.53,0.34,0.22,0.25,0.01,-0.22,-0.51,-0.33,-0.19,1.16,0.37,-0.0447368,0.18,-0.23,0.46,0.29,-0.78,-0.18,0.25,0.12,01.06.06.11
0.61,-0.36,-0.04,0.26,-0.27,0.2,0.36,-0.05,0.08,-0.02,0.05,0.24,-0.03,-0.05,-0.06,0.14,-0.16,0.29,0.00829787,0.02,0.34,0.33,0.12,0.08,0.03,0.16,11.02.03.04
0,0.03,0.12,0,-0.15,-0.05,0.41,0.14,-0.12,-0.07,0.35,0.03,-0.05,0,-0.07,-0.15,0,-0.19,0.0317857,0.06,0.01,-0.08,1.23,0.12,-0.34,-0.17,34.11.03.07
0.11,0.00747253,-0.00703297,0.0246667,-0.0228889,-0.0186813,0.07,-0.16,-0.81,-0.18,0.53,0.32,0.34,-0.11,-0.27,0.26,-0.16,0.13,0.56,-0.0157576,0.75,0.69,-0.188791,0.00989011,0.106813,0.0869231,42.01
-0.15,-0.05,0.21,0.34,-0.27,0.06,-0.34,-0.17,0.04,0.13,0.15,-0.21,-0.37,-0.38,-0.11,0.83,0.42,0.09,0.0399099,-0.03,0.12,-0.01,-0.4,-0.19,0.35,0.09,01.05
-0.51,-0.06,-0.65,-0.26,-0.02,0.18,-0.17,-0.59,-0.03,-0.34,0.16,0.42,-0.24,0.06,-0.3,0.59,0.32,-0.47,0.35,0.11,0.15,-0.02,-0.73,0,0.08,0.17,20.01
-0.04,0,0.1,0,0.03,-0.08,-0.19,0.11,-0.02,-0.07,0.48,0.2,-0.29,-0.5,-0.09,0.15,-0.11,-0.19,-0.0189583,-0.01,0.13,0.14,0.12,-0.35,0.27,0.27,14.04
-0.29,-0.09,0.17,0.29,0.15,0.09,0.11,-0.08,-0.15,-0.06,-0.04,-0.13,-0.56,-0.02,-0.13,0.36,0.21,-0.02,0.106667,-0.02,0.03,-0.17,0.42,0,-0.18,-0.09,14.01
0.3,-0.06,-0.15,0.1,-0.03,-0.24,-0.6,0.83,0.64,0.12,1.01,0.76,-0.1,-0.06,0.14,0.47,0.4,0.1,-0.0189583,-0.31,0.18,0.2,-0.31,-0.55,0.4,0.21,14.04
0.16,0.29,0.04,0.08,-0.2,0.1,-0.1,-0.150625,-0.0980737,-0.18,-0.0210703,-0.00814159,0.0642286,-0.23,0.12,0.29,-0.07,-0.28,0.02,0.0113043,0.47,0.08,0.1,0.13,-0.07,0.02,11.02.03.04
0.2,0.15,-0.03,0.18,-0.12,-0.46,0.28,-0.21,-0.58,0.13,-0.02,0,0.49,0.24,0.16,-0.4,-0.41,-0.13,0.12,-0.0172222,-0.01,-0.07,-0.18,0.28,-0.05,0.11,11.04.01
-0.4,0.0646701,-0.148041,-0.0812632,-0.0894271,0.120773,-0.07,-0.97,-0.37,0.31,-0.42,-0.79,0.22,-0.2,-0.2,0.15,-0.04,-0.187812,-0.35,-0.14,0.85,-0.01,-0.504286,0.275939,-0.048934,-0.17066,12.01.01
-0.89,-0.14,0.22,-0.29,-0.39,0.39,0.57,-0.6,-0.81,0.34,-0.37,-0.57,-0.76,0.14,0.16,0.01,-0.12,-0.02,-0.098,-0.15,-0.15,-0.29,-0.93,0.05,0.15,0.55,01.03.01.03
-1.18,-0.01,0.14,0.04,-0.12,-0.21,-0.37,-0.21,-0.35,0.2,0.47,0.07,0.22,-0.24,-0.01,-0.18,-0.12,-0.11,0.05,0.0111165,0.29,0.31,0.3,-0.36,0.23,0.15,16.01
0.08,0.3,0.58,0.07,-0.12,-0.13,-0.92,0.26,-0.02,-0.07,0.46,0.57,-0.75,-0.11,0.09,0.26,0.11,-0.22,0.08,-0.000535714,0.05,0.23,1.55,-0.53,-0.12,0.28,01.05
0.37,0.14,-0.03,0.09,0.14,0.26,0.01,0.12,-0.08,-0.23,-0.39,0.07,-0.08,0.37,0.08,-0.56,-0.02,0.21,0.17,-0.32,-0.04,-0.28,-0.15,-0.26,0.15,0.11,20.01
-0.45,0.34,-0.33,0.03,0.08,-0.04,0.25,-0.33,-0.54,0.14,-0.22,-0.52,-0.21,-0.18,-0.14,0.35,0.22,-0.05,-0.0329412,0.21,-0.01,0.28,0.21,0.31,0.07,0.07,16.01
0.01,0.18,-0.57,0.04,0.33,0.00416667,-0.05,0,0.15,-0.16,-0.24,0.16,0.35,-0.15,-0.04,-0.38,0.22,0.26,0.07,-0.04,0.175455,0.241364,-0.25,0.05,0.02,0.12,01.05.25
