@relation 'cellcycle0.names'
@attribute cln3-1                                  numeric
@attribute alpha105                                numeric
@attribute alpha112                                numeric
@attribute cdc15_30                                numeric
@attribute cdc15_80                                numeric
@attribute cdc15_100                               numeric
@attribute cdc15_170                               numeric
@attribute cdc15_180                               numeric
@attribute cdc28_50                                numeric
@attribute cdc28_60                                numeric
@attribute cdc28_80                                numeric
@attribute cdc28_90                                numeric
@attribute cdc28_120                               numeric
@attribute cdc28_160                               numeric
@attribute elu0                                    numeric
@attribute elu30                                   numeric
@attribute elu300                                  numeric
@attribute elu390                                  numeric
@attribute class {11.02.03.01,01.04,43.01.03.09,32.01,12.04.01,14.10,20.09.07.03,16.03.03,42.01,01.05,20.03,01.03.01.03,10.01.09.05,11.02.03.04,12.10,01.05.25,16.19.03,11.04.03.01,34.11.03.07,14.04,16.01,43.01.03.05,42.16,12.01.01,01.07.01,20.09.07,32.07,01.05.02.07,01.06,20.09.04,20.01.13,01.06.02.01,11.06.02,10.01.05.01,20.09.13,14.07.02.02,12.07,14.13,10.03.01,10,16.03.01,42.04,34.01.01.01,01.01,11,20.01.01.01,20.01.03,11.04.01,01.03.01,14.07.11,20.09.18,20.01.07,20.01.15,14.01,01.06.06.11,14.13.01.01,10.03.02,20.01.10,01.02,99,32.01.01,14.13.01,02.13.03,14.07.05,01.03.04,16.21.07,14.07,40.01,12.04,10.01.05,42.10,10.03.01.01,01.01.06,10.03.04,01.01.09,20.01,20.09,11.04,18.02,02,01}
@data
0.32,0.03,-0.27,0.0166667,0.237647,0.13,0.125,0.319375,-0.37,-0.69,0.12,0.54,0.23,-0.167778,1.81,0.55,-0.46,0.2,10.03.02
-0.81,0,0,0.37,0.13,0.21,-0.59,-0.23,0.38,0.61,0.12,-0.15,-0.51,-0.26,-0.33,-0.06,-0.1,-0.01,42.16
-0.03,0.06,-0.06,-0.71,0.45,0.26,-0.27,0.06,-0.36,-0.15,-0.6,0.87,-0.33,0.3,-0.32,0.25,-0.32,0.14,14.01
0.24,-0.1,0.03,-0.33,0.17,0.17,-0.18,0.19,0.25,0.53,0.44,0.119643,0.44,0.69,0.66,0.06,0.08,-0.04,14.04
-0.29,-0.22,0.19,-0.46,0.49,0.38,-0.22,-0.06,-0.5,0.08,0.09,-0.11,-0.05,-0.31,0.46,0.11,0,-0.34,01.06
0,-0.17,-0.25,0.6,0.2,0.03,0.15,-0.14,0.32,0.01,-0.07,-0.05,0.09,-0.45,-0.09,-0.02,0.24,-0.22,01.04
-0.69,-0.12,0.09,0.28,-0.8,-0.44,-0.13,-0.34,0.03,0.11,0.34,-0.01,-0.04,0.33,1.36,0.55,-0.06,0.08,43.01.03.05
-0.04,-0.05,-0.06,-0.38,0.18,0.37,0.24,0.77,-0.03,-0.81,-0.25,0.08,0.63,0.32,2.07,0.56,-0.39,0.11,99
0.04,-0.0254,-0.12,0.45,-0.47,-0.47,-0.03,-0.21,-0.08,0.26,0.17,0.03,0.03,-0.12,0.06,-0.29,0.06,0.18,01.06
-0.34,-0.17,-0.25,0,-0.68,-0.62,0.32,-1.71,-0.15,-0.04,0.32,0.42,0.35,0.22,0.95,0.32,-0.14,0.11,14.13.01.01
0.34,0.19,-0.62,0.36,-0.28,-0.5,0.65,0.01,0.02,0,-0.28,-0.14,0.18,-0.49,-1.27,-0.69,0.26,-0.13,01.04
-0.84,-0.41,-0.41,0.04,0.77,0.16,0.02,0.14,-0.08,-0.14,-0.43,0.04,0.1,-0.28,0.43,0.1,0.12,-0.03,10.03.02
-0.64,-0.1,0.02,-0.44,0.0172487,0.114681,0.07,-0.145815,-0.5,0.2,-0.66,0.214172,-0.4,0.71,-1.06,-0.67,0.24,-0.25,12.01.01
0.81,0.04,0.02,-0.38,0.28,-0.07,0.07,-0.14,0.15,0.04,0.03,0.38,0.07,-0.08,-0.77,-0.37,-0.15,-0.24,20.09.07.03
0.56,0.2,-0.3,0.08,-0.2,0.62,0.19,0.09,0.45,0.13,0.17,-0.81,-0.11,-0.38,-0.28,0.25,-0.18,0.03,20.01.03
0.01,0.45,-0.23,0.37,0.3,0.95,0.31,0.3,0.2,0.36,0.19,-0.95,0.01,-0.21,-0.03,-0.05,-0.01,0.09,16.19.03
-0.09,-0.18,0.24,0.77,0.68,0.77,-0.41,0.69,0.38,-0.83,0.33,0.06,0.06,0.06,0.32,0.06,0.24,-0.13,99
-0.45,0.12,-0.17,0.41,0.11,0.19,-0.03,-0.3,-0.32,-0.43,-0.29,0.28,-0.32,0.56,0.14,-0.28,0.15,0,16.01
-0.47,0.05,0.01,-0.71,0.15,0.04,-0.06,0.03,-0.15,-0.61,0.25,0.71,0.28,0.7,0.39,0.27,-0.17,0.09,01.05.02.07
0.3,0.27,0.0484375,-0.13,-0.84,-0.6,0.23,0.44,0.06,-0.02,0.16,0.18,-0.17,0.56,-1.01,-0.56,0.43,-0.24,42.16
-0.17,0.18,-0.16,0.57,-0.19,-0.43,0.06,0.04,0.33,0.19,0.26,-0.64,-0.11,-0.49,-0.08,-0.12,-0.19,-0.1,16.03.03
0.19,0.36,-0.29,-0.57,-0.25,0.34,-0.03,0.3,0.16,-0.35,0.33,-0.13,0.29,0.164444,0.32,0.27,-0.07,0.08,34.01.01.01
-0.3,0.16,0.18,0.33,0.3,0.15,0.52,0.27,0.3,0.16,0.09,-0.47,-0.09,-0.2,-0.66,-0.06,-0.12,-0.1,40.01
-0.54,-0.14,0.2,0.35,-0.72,-0.13,0.31,-0.75,-0.33,-0.22,-0.32,0.27,-0.27,0.34,0.63,-0.53,-0.06,0.14,16.01
-0.06,-0.01,-0.01,0.19,-0.14,-0.53,0.75,-0.08,-0.33,0.07,-0.62,0.81,-0.44,0.27,-0.3,0.35,-0.19,0.08,01.02
0.79,0.1,0.1,-0.09,0.51,-0.39,1.23,0.68,0.91,-0.23,-0.39,-0.55,0.64,-0.47,0.55,-0.22,-0.18,-0.18,10.03.01
0.92,0.03,0.24,0.14,-0.16,0.14,-0.01,0.42,0.35,0.37,0.13,-0.52,0.03,0.08,0,-0.21,0.01,0.09,11.04.03.01
0.03,-0.13,-0.36,-0.43,-0.46,-0.49,0.36,-0.22,0.15,0,0.18,-0.14,0.03,0.53,-0.63,-0.6,-0.24,0.24,01.04
-1.06,-0.48,-0.06,0.43,0.06,0.73,0.23,-0.38,0,-0.37,0.18,0.3,-0.55,-0.17,-1.16,0.26,0.08,0.3,20.03
-0.04,0.06,-0.93,0.16,-0.03,-0.63,0.43,0.08,-0.36,-0.86,-0.48,0.27,0.0558633,0.43,-0.24,-0.26,0,0.3,01.04
0.76,-0.46,-0.27,-0.23,-0.32,0.49,0.01,-0.25,-0.28,-0.45,-0.36,1.03,-0.277143,0.63,-0.55,-0.68,-0.45,0.09,42.10
-0.06,0.19,-0.31,-1.22,-0.22,-0.15,-0.01,0.59,-0.57,-0.88,-0.16,0.56,0.46,0.36,1.41,0.51,-0.21,0.54,02
0.58,0.17,-0.13,-1.46,-0.52,0.2,-0.25,0.97,0,0.25,-0.26,-0.14,-0.12,-0.94,-0.1,-0.16,0.18,0.18,14.04
0.11,0.5,0.62,-0.06,-0.18,-0.81,0.07,-0.51,-0.33,-0.04,-0.35,0.2,0.1,-0.37,-0.19,-0.19,-0.14,0.06,34.01.01.01
0,0.16,0.120773,-0.73,-0.41,-0.27,0.14,0.36,-0.54,-0.4,0.04,0.55,0.31,0.13,-0.33,-0.31,0.25,0.09,12.01.01
-0.01,-0.1,-0.036129,0.3,0.13,-0.34,0.3,-0.2,0.24,0.26,-0.23,-0.04,-0.06,-0.53,0.69,0.25,-0.31,0.24,01.07.01
-0.3,-0.24,0.04,-0.28,0.19,0.04,-0.38,0.19,-0.11,-0.02,-0.07,-0.26,-0.28,-0.34,0.44,0.2,-0.19,0.41,20.01.13
0.0964052,0.21,-0.01,-0.09,0.01,0.1,0.64,0.25,0.2,0.31,-0.17,-0.15,-0.26,-0.17,-0.49,0.04,0.13,0.36,01.05
-0.18,0.05,0.32,0.05,-0.35,0.14,0.17,0.12,0.07,-0.02,0.09,0.24,0.26,0.19,0.39,-0.08,0.06,0.11,11.02.03.04
-0.84,-0.52,-0.05,-1.57,-0.64,-1.45,0.34,0.47,-0.8,-0.73,-0.11,0.68,0.47,0.1028,0.49,0.06,0.49,-0.01,20.09.13
1.21,0.2,-0.34,0.01,0.46,0.69,-0.06,0.49,0.04,0.09,0.14,-0.59,0.25,0.14,-0.01,0.28,-0.31,0.52,10.01.05.01
0.5,-0.25,0.13,-0.12,0.07,0.32,-0.15,0.02,-0.38,-0.08,-0.21,0.51,-0.19,-0.02,-0.35,-0.3,-0.19,0.14,01.05
-0.32,0.02,-0.06,0.1,0.04,0.27,0.16,0.29,0.19,-0.37,-0.08,0.13,0.2,0.103594,0.36,0.07,0.25,0.18,16.01
-0.42,0.08,-0.3,0.64,0.4,0.22,-0.27,-0.3,0.36,-0.11,-0.19,-0.13,-0.77,0.0262162,-0.12,0.21,0.01,-0.1,01.05
-0.2,-0.08,0.09,-0.06,0.12,0.16,-0.04,0.27,-0.3,-0.15,0.07,0.1,-0.43,0.2,0.36,0.14,0.31,-0.12,01.07.01
0.21,-0.06,0.25,0.12,-0.47,0.14,0.47,0.05,0.24,-0.09,0,-0.59,0.69,0.33,0.57,-0.45,0.14,0.24,20.09.13
-0.6,0.12,-0.24,-0.16,0.07,-0.22,-0.05,0.37,-0.11,-0.06,-0.01,0.19,0.14,0.02,0.34,-0.07,0.01,0.28,01
-0.01,-0.1,0.22,-0.12,-0.38,-0.04,-0.11,-0.7,-0.32,-0.04,-0.06,0.29,-0.21,0.51,0.83,-0.26,0.14,-0.09,12.01.01
-0.45,0.17,0,0.22,0.01,0.15,-0.07,0.29,0.32,0.06,0.23,-0.76,0.13,-0.02,0.18,0.31,0.22,0.19,11.04.03.01
-1.36,0.15,-0.27,0.24,-0.19,-0.44,0.06,0.11,-0.26,0.01,-0.1,0.46,-0.28,0.12,-0.85,0.19,0.16,-0.04,01.01.09
-0.09,-0.18,0.09,-1.67,0.04,0.32,-0.14,-0.29,-0.2,-0.02,-0.47,1.02,-0.28,0.25,0.1,0.08,-0.54,0.13,01.05.02.07
0.61,-0.12,-0.04,0.07,0.18,0.21,-0.05,0.04,-0.26,0.34,0.96,0.23,0.11,-0.26,0.07,-0.1,-0.04,-0.21,32.07
0.12,0.35,-0.27,0.11,-0.1,-0.29,0.28,0.17,0.14,0.03,0.04,-0.46,0.15,-0.16,-0.62,-0.25,-0.01,-0.01,16.19.03
-0.04,-0.1,-0.35,0.17,0.17,0.06,0.04,1.37,-0.33,-0.27,0.05,0,-0.22,-0.26,-1.07,0.09,0.31,0.2,01.04
-0.03,-0.1,0.24,-0.05,0.1,1.33,0.29,0.52,0.12,-0.16,-0.03,-0.52,0.4,-0.03,0.19,-0.32,0.29,0.08,43.01.03.05
0.12,0.25,-0.29,0.01,0.08,0.02,0.63,0.54,0.18,0,0.12,-0.69,0.47,-0.12,-0.39,-0.35,-0.09,0.31,16.01
-0.29,0.2,-0.02,0.91,0.06,-0.3,0.13,-0.34,0.43,0.34,0.26,-0.87,0.22,-0.4,-0.93,-0.23,-0.02,-0.15,16.19.03
-0.17,0.24,0.39,0.0985319,-0.00599432,0.0155398,0.116083,0.027194,0.57,0.16,-0.13,-0.16,0.34,-0.18,-0.07,-0.25,-0.34,0.12,11.02.03.04
-0.22,-0.08,0.47,-0.71,0.17,0.39,-0.1,0.06,0.61,0.71,0.26,0.65,-0.08,0.22,-0.72,-0.44,0.33,-0.05,32.01
0.15,0.16,-0.1,0.29,0.12,0.08,0.08,-0.15,0.27,0.41,0.08,-0.56,-0.05,-0.18,-0.39,-0.12,0.04,0.18,01.01.09
0.08,0.37,-0.17,-0.07,0.63,0.52,-1.57,0.26,0.41,0.12,-0.13,-0.46,0.06,0.03,-0.68,-0.22,-0.14,0.23,34.11.03.07
-0.84,0.25,0.36,-0.74,0.41,0.45,0.04,-0.47,0.06,0.26,0.2,0.15,-0.21,0.16,-0.27,-0.14,-0.01,-0.42,16.21.07
-0.54,0.01,-0.11,-0.25,-0.08,0.11,0.67,0.67,0.16,0.09,-0.17,-0.26,0.25,0.52,0.14,0.23,0.18,0.48,01.01.09
-0.04,0.1,0.18,0.08,0.72,-0.23,-0.41,0.09,0.73,0.43,0.33,-0.29,0.03,0.93,0.55,0.63,0.18,0.01,01.05.25
-1.94,0.19,-0.13,-0.53,0.21,0.56,-0.72,0.8,0.14,0.39,0.72,0.02,-0.15,0.152368,-0.42,-0.01,0.2,0.77,01.05.02.07
0.49,-0.23,-0.38,0.39,-0.14,-0.17,0.16,-0.53,-0.18,-0.11,0.09,0.21,0.04,-0.12,0.05,0.03,0.25,0.03,10.03.02
0.39,-0.34,-0.59,-0.21,0.68,0.54,-0.06,0.37,1.07,-0.02,0.15,0.63,0.0768841,-0.02,0.54,-0.17,-0.21,0.45,43.01.03.05
-0.07,-0.07,0.21,-0.37,-1.01,-0.06,-0.02,0.63,0.48,0.15,0.4,-0.75,0.43,-0.47,-0.39,0.25,0.18,0.22,01.05
0.06,-0.12,0.29,-0.15,0.12,-0.08,0.12,-0.01,-0.01,-0.42,0.44,-0.77,0.45,0.73,-0.05,0.41,-0.03,-0.09,01.07.01
0.6,0.14,-0.02,0.25,0.06,-0.15,0.22,0.34,0.43,0.02,-0.14,-0.03,0.14,-0.24,-0.09,-0.37,0.07,-0.02,11.02.03.04
-0.79,0.01,0.17,-0.49,0.53,0.1,-0.12,0.72,-0.21,-0.28,-0.14,0.214172,-0.25,0.41,-1.59,-0.11,0.36,-0.23,12.01.01
-0.03,-0.09,-0.29,0.02,-0.11,-0.17,0.98,0.51,0.21,0.27,0.25,-0.22,-3.23,0.52,-0.11,0.14,0.14,0.24,20.09
-0.92,0.18,-0.17,0.03,0.23,-0.32,-0.19,0.06,0.1,0.13,-0.02,0.39,-0.12,0.13,0.11,-0.37,-0.05,-0.18,12.04.01
-0.4,-0.19,-0.14,-0.28,-0.09,0.07,-0.05,0.14,0.16,-0.08,-0.12,0.41,-0.36,-0.24,-0.87,0.18,0.07,0.11,20.09.04
-0.03,0.28,-0.34,0.85,-0.32,-0.01,-0.07,-0.87,-0.34,-0.55,-0.11,-0.06,0.2,0.54,0.03,-0.18,-0.07,0.18,01.02
0.41,-0.12,-0.09,-0.3,0.41,0.17,-0.28,0.51,0.25,0.13,0.19,-0.31,0.29,0.13,0.39,0.1,-0.65,-0.13,42.10
0.58,0.18,0.14,1.19,-0.53,-0.56,0.4,-0.17,0.2,0.12,-0.46,0.2,0.0869536,-0.47,-1.5,-0.52,-0.08,0.55,01.05
0.19,0.05,0.34,1.19,-0.03,0.05,-0.09,-0.44,0.51,0.33,0.02,-0.1,-0.55,-0.55,-1.04,-0.1,-0.18,-0.36,11.04.03.01
0.29,-0.09,0.1,-0.14,-0.14,0.12,0.23,-0.11,-0.25,0.05,0.17,-0.13,0.15,0.22,-0.14,-0.55,-0.34,0.3,20.09.13
-0.12,-0.22,0.26,-0.02,-0.44,0.54,-0.25,-0.16,-0.25,-0.07,0.09,0.52,-0.06,-0.08,-0.27,0.08,0.27,0.12,20.09.07
-0.1,-0.22,-0.14,0.32,-0.35,0.17,0.48,0.38,0.01,-0.06,-0.04,0.67,-0.4,-0.01,0.6,0.08,0.05,0.08,16.01
-0.15,-0.03,0.21,0.34,0.43,0.59,-0.02,0.48,-0.42,-0.56,0,-0.04,-0.04,0.38,0.29,0.32,-0.75,-0.35,20.01.03
-0.56,-0.13,-0.24,0.44,0.06,0.17,0.18,-0.41,-0.27,-0.35,0.04,0.09,-0.01,0.19,-0.37,0.03,0.05,-0.1,12.04.01
-0.71,0.18,0.01,0.02,0.02,0.16,0.49,0.29,0.42,0.65,0.33,-0.24,0.13,0.04,-0.18,0.22,0.27,0.02,01.05
0.19,0,0.02,1.02,-0.83,-0.03,-0.01,-0.21,0.14,0.27,-0.1,-0.02,-0.27,-0.19,-1,-0.36,0.16,-0.22,16.03.03
-0.18,0.12,0.04,-0.21,-0.45,0.18,-0.02,0.61,-0.65,-0.29,0.27,0.23,0.15,-0.05,0.39,-0.02,0.13,0.53,01.05.02.07
-0.01,0.09,-0.0371429,0.05,-0.41,-0.16,0.26,-0.2,-0.25,0.02,0.15,0.16,0.31,0.44,0.93,0.12,-0.08,-0.1,14.10
0.21,0.26,0.22,0.45,-0.64,-0.04,-0.04,-0.2,0.07,0.15,0.03,0.06,0.02,0.07,-0.29,-0.29,0.02,0.09,01.04
-0.62,-0.24,0.35,-0.21,-0.78,-0.71,-0.21,-0.64,-1.17,-1.37,-0.58,1.15,0.159189,0.25,0.57,0.19,-0.88,0.76,34.01.01.01
0.19,0.24,-0.23,0.13,0.26,0.17,-0.09,0.01,0.38,-0.05,0.32,0.73,0.4,-0.16,0.38,-0.39,-0.02,-0.02,11.02.03.01
-0.04,0.21,-0.23,-0.16,0.21,0.42,0.19,-0.33,-0.12,-0.05,0.23,-0.2,0.19,0.3,0.02,0.14,-0.03,0.17,16.01
0.59,0.05,0.11,-0.89,0.47,-0.15,0.15,0.18,-0.4,-0.32,-0.19,0.71,0.15,0.33,-1.83,-0.61,0.15,0.51,01.07.01
-0.56,0.13,-0.33,-0.03,0.36,0.24,-0.32,0.54,-0.15,0.02,0.41,0.37,0.42,0.45,-0.43,-0.17,-0.14,-0.01,34.01.01.01
0.2,-0.44,-0.55,-1.98,-0.22,0.35,0.4,-0.21,-0.57,-0.7,-0.1,1.17,0.18,0.47,-1.21,-0.39,0.22,0.25,01.05.02.07
0.34,0.07625,-0.04875,0.15,0.58,0.12,-0.51,0.53,0.48,0.29,0.07,0.24,-0.05,0.07,-0.0125,-0.172857,0.0175,-0.0025,11
0.42,-0.48,0.28,-0.9,-0.23,0.03,-1.02,0.82,0.14,0.21,0.12,-0.23,-0.34,-0.151667,-1.29,-0.38,0.08,0.01,02
0.96,-0.08,0.12,-0.93,0.49,0.02,-0.08,0.04,0.17,0.12,0.09,0.13,-0.09,0.08,-0.02,-0.13,-0.17,-0.13,14.04
-0.4,0.15,-0.18,-0.31,-0.2,0.16,1.25,0.57,-0.13,-0.24,-0.06,0.41,-0.13,0.47,0.03,-0.34,0.1,0.07,14.10
-0.22,0.01,-0.26,0.27,-0.09,-0.26,0.08,-0.18,0.09,0.12,-0.09,-0.15,-0.41,-0.3,0.65,-0.14,-0.07,0.06,11.02.03.04
-0.15,-0.27,0.01,-0.14,-0.5,0.16,0.0572727,0.3,-0.11,-0.3,-0.02,0.1,-0.04,0.25,0.13,-0.48,0.1,0.2,14.04
0.15,0.06,-0.08,-0.19,-0.43,0.41,0.44,0.63,0.29,0.27,-0.07,0.11,0.28,-0.32,0.25,-0.41,-0.17,-0.14,11.02.03.04
-1.12,0.06,-0.03,0.03,0.21,0.49,0.01,0.58,0.38,0.45,0.06,0.3,0.17,0.32,0.8,-0.27,-0.14,-0.24,16.03.01
-0.14,-0.15,0.25,-0.27,-0.18,0.73,0.14,0.39,-0.31,-0.1,0.1,0.13,0.22,-0.21,-0.26,-0.3,-0.06,0.38,16.19.03
0.77,0.44,0.21,0.35,0.48,0.08,-0.03,0.37,1.1,0.9,0.02,-0.0730556,0.37,-1.31,0,0,0.04,-0.21,16.19.03
-0.38,0.17,0.16,0.1548,-0.13,-0.0130435,0.65,0.0552174,0.01,0.22,0.14,0.29,0.06,0.35,0.14,-0.49,0.58,0.21,11.02.03.01
0.12,0.11,-0.65,0.41,-0.22,-0.15,-0.02,0.27,0.03,0.16,0.26,-0.03,-0.08,0.02,-0.53,-0.24,-0.18,0.09,14.10
0.04,-0.28,0.09,0.0514885,-0.116275,-0.0674409,0.0603516,-0.0293117,-0.42,-0.22,-0.01,0.33,0.64,0.08,0.27,-0.46,-0.14,0.04,16.01
0.36,-0.14,0.25,-0.1,0.1,-0.06,0.05,-0.11,0.15,0.15,-0.03,0.13,-0.08,0.08,0.39,-0.53,-0.05,-0.07,11.02.03.04
-0.58,0.19,0.01,1.19,-0.27,0.23,0.113818,0.14,-0.26,-0.02,-0.27,0.39,-0.0321667,-0.13,-1.7,-0.14,0.36,0.03,16.03.03
-0.12,0.13,-0.06,-0.19,-0.97,0.114681,0.08,-0.145815,-0.49,-0.29,-0.11,-1.67,-0.15,0.44,-0.75,-0.17,-0.26,-0.45,12.01.01
0.03,0.11,-0.27,0.101111,0.121111,0.258605,-0.14,0.316905,-1.16,-0.97,0.68,1.17,0.85,0.0363043,0.69,0.22,-0.28,0.09,43.01.03.09
0.36,-0.26,0.11,-0.41,-0.06,-0.08,-0.06,0.66,-0.36,0.28,0,-0.47,0.39,0.23,0.27,-0.36,0.09,0.19,01.04
-0.06,-0.06,0.26,0.0235294,-0.11,0.0764706,-0.14,0.054,0.08,0.03,0.32,-0.11,0.12,0.26,0.33,0.19,-0.07,0.02,12.07
0.01,0.38,0.06,-0.7,0.67,0.33,-0.25,0.31,-0.09,0.02,-0.03,-0.15,-0.15,-0.09,1.1,0.08,-0.13,-0.05,01.04
0.19,-0.17,-0.07,0.58,0.05,-0.12,-0.01,0.03,-0.16,-0.26,-0.48,0.28,-0.46,-0.53,-0.11,-0.01,0.06,0.13,32.01
-0.2,0,0.27,0.579189,-0.154737,0.0513158,-0.14,-0.302368,-0.25,-0.06,0.15,0.17,0.07,-0.34,-0.5,0.05,-0.09,-0.28,11.04.01
1.12,0.31,0.62,0.0985319,-0.00599432,0.0155398,-0.14,0.027194,0.3,0.34,-0.1,0.07,0.25,-0.14,0.32,-0.47,0.28,-0.24,11.02.03.04
-0.42,-0.27,0.05,-0.21,-0.3,-0.1,0.26,0.11,0.11,0.1,0.02,-0.44,-0.26,-0.17,-0.55,-0.37,0.11,0.17,14.04
0.18,-0.08,0.13,0.17,0.18,-0.07,-0.02,0.027194,-0.08,0.19,0.44,-0.44,0.36,0.09,0.78,0.15,-0.22,-0.11,11.02.03.04
-0.32,-0.12,0.14,0.72,-0.31,-0.15,0.24,0.03,0.17,0.22,0.03,0.01,-0.24,-0.27,0.02,0.08,0.23,-0.14,12.01.01
-0.01,-0.18,0.02,-0.14,-0.41,0.01,0.26,-0.09,-0.09,0.08,0,0.18,0.15,0.62,1.47,-0.45,-0.11,-0.09,14.04
0.21,-0.33,-0.06,-1.78,0.47,-0.21,0.14,-0.06,-0.3,-0.83,0.21,0.89,0.26,0.64,0.2,0.08,-0.44,-0.19,20.01.15
-0.09,0.16,0.19,0.3,-0.07,-0.36,-0.01,0.04,0.18,0.22,-0.05,-0.2,0.1,0.100526,0.49,-0.32,-0.35,-0.09,99
0.2,0.87,0.45,-2.23,1.11,1.03,0.19,0.47,-0.24,0.09,0.09,1.18,0.0583333,0.72,0.99,-0.03,-0.31,-0.04,16.19.03
0.1,-0.1,-1.02,0.11,0.4,0.19,-0.59,1.06,0.09,-0.41,-0.35,0.78,-0.19,-0.12,0.5,0.12,0.21,0.41,43.01.03.09
-0.15,-0.06,0.15,0.4,-0.58,-0.14,0.17,-0.19,-0.16,0.07,0.01,0.42,-0.07,0.35,0.61,0.1,0.12,-0.04,11.02.03.04
0.62,0,0.19,-0.2,0.01,-0.45,0.18,0.22,0.28,-0.04,0.04,-0.29,0.61,0.0321053,0.91,-0.09,0.03,-0.02,34.11.03.07
0,0.14,-0.24,0.57,0.09,-0.02,-0.27,-0.06,-0.1,-0.48,0,0.86,0.15,0.36,-0.31,-0.08,-0.07,0.06,01.04
0.58,0.3,0.42,0.75,-0.08,0.33,0.41,-0.22,0.28,0.12,-0.04,-0.15,-0.08,-0.57,0.4,0.2,-0.36,-0.06,11.02.03.04
0.29,0.29,-0.1,0.17,0.05,-0.35,-0.09,0.1,0.01,0.05,0.08,0.32,-0.09,0.18,-1.1,-0.24,0.13,-0.26,12.10
0.07,0.13,0.01,-0.07,0.33,0.76,-0.29,0.4,-0.14,0.1,-0.01,0.52,0.06,0.43,0.3,1.13,0.09,-0.06,34.01.01.01
-0.27,-0.29,-0.36,0.1,-0.84,-0.28,-0.05,-0.32,0.24,-0.09,-0.03,-0.09,0.08,0.16,0.08,-0.25,0.15,0.07,14.04
-0.47,0.02,-0.35,0.38,-0.2,0.36,0.11,0.27,-0.26,-0.37,0.07,-0.42,0.01,0.18,-0.32,-0.04,-0.26,0.2,11.02.03.04
0.03,0.17,0.32,0.51,-0.26,-0.56,-0.04,-0.67,-0.09,-0.05,0.01,0.12,-0.2,-0.25,0.43,0.19,-0.11,-0.07,16.01
0.25,-0.26,-0.03,-0.11,0.34,0.51,0,0.126838,0.01,0.15,-0.03,-0.25,-0.01,-0.06,-0.63,-0.34,0.35,-0.06,01.05
0.32,-0.28,0.25,-0.26,0.14,0.08,0,-0.175,-0.1,-0.11,0.23,0.47,0.06,0.61,-0.01,-0.25,0.25,-0.14,12.10
0.2,-0.01,0.27,0.55,-1.25,0.16,0.1,0.13,-0.05,0.19,-0.07,0.13,-0.33,-0.06,0.63,-0.13,-0.04,-0.15,16.01
0.25,-0.24,0.36,0.17,0.27,0.22,0,0.42,0.36,0.31,0.25,0.13,0.11,0.19,0.03,-0.21,0.09,0.02,01.05
0.08,-0.11,-0.13,-0.65,0.0475,0.0659574,0.42,0.126838,-1.8,0.11,-0.0311039,0.125779,-0.1,0.0262162,0.13,-0.08,-0.04,-0.14,01.05
0.28,-0.03,0.07,0.81,0.07,-0.12,0.09,-0.26,0.01,0.12,0.19,0.07,-0.42,0.17,0.59,-0.21,-0.34,-0.11,11.02.03.01
-0.22,0.0756919,-0.07,0.94,-0.14,-0.26,0.01,0.03,0.22,0.17,0,0.15,-0.22,0.03,-0.26,-0.64,-0.03,-0.2,11.02.03.04
0.01,-0.2,0.48,0.22,-0.78,0.26,0.11,-0.51,0.46,0.36,0.14,-0.21,0.06,0.42,0.9,-0.03,-0.18,-0.18,11.04.03.01
-0.12,-0.35,0.17,-0.52,-0.24,-0.15,0.41,0.01,-0.12,-0.04,-0.24,0.37,-0.187812,0.22,0.16,-0.38,0.19,-0.21,12.01.01
