@relation 'spo0.names'
@attribute t0_green                                numeric
@attribute t0_green_bkg                            numeric
@attribute t0_red                                  numeric
@attribute t0_red_bkg                              numeric
@attribute t0_flag                                 numeric
@attribute t0point5_green                          numeric
@attribute t0point5_green_bkg                      numeric
@attribute t0point5_red                            numeric
@attribute t0point5_red_bkg                        numeric
@attribute t0point5_flag                           numeric
@attribute t2_green                                numeric
@attribute t2_green_bkg                            numeric
@attribute t2_red                                  numeric
@attribute t2_red_bkg                              numeric
@attribute t2_flag                                 numeric
@attribute t5_green                                numeric
@attribute t5_green_bkg                            numeric
@attribute t5_red                                  numeric
@attribute t5_red_bkg                              numeric
@attribute t5_flag                                 numeric
@attribute t7_green                                numeric
@attribute t7_green_bkg                            numeric
@attribute t7_red                                  numeric
@attribute t7_red_bkg                              numeric
@attribute t7_flag                                 numeric
@attribute t9_green                                numeric
@attribute t9_green_bkg                            numeric
@attribute t9_red                                  numeric
@attribute t9_red_bkg                              numeric
@attribute t9_flag                                 numeric
@attribute t11point5_green                         numeric
@attribute t11point5_green_bkg                     numeric
@attribute t11point5_red                           numeric
@attribute t11point5_red_bkg                       numeric
@attribute t11point5_flag                          numeric
@attribute gal_ndt80_green                         numeric
@attribute gal_ndt80_green_bkg                     numeric
@attribute gal_ndt80_red                           numeric
@attribute gal_ndt80_red_bkg                       numeric
@attribute gal_ndt80_flag                          numeric
@attribute ndt80_delete_early_green                numeric
@attribute ndt80_delete_early_green_bkg            numeric
@attribute ndt80_delete_early_red                  numeric
@attribute ndt80_delete_early_red_bkg              numeric
@attribute ndt80_delete_early_flag                 numeric
@attribute ndt80_delete_mid_green                  numeric
@attribute ndt80_delete_mid_green_green_bkg        numeric
@attribute ndt80_delete_mid_green_red              numeric
@attribute ndt80_delete_mid_green_red_bkg          numeric
@attribute ndt80_delete_mid_green_flag             numeric
@attribute t0_correlation                          numeric
@attribute t0point5_correlation                    numeric
@attribute t2_correlation                          numeric
@attribute t5_correlation                          numeric
@attribute t7_correlation                          numeric
@attribute t9_correlation                          numeric
@attribute t11point5_correlation                   numeric
@attribute ndt80_delete_early_correlation          numeric
@attribute ndt80_delete_mid_correlation            numeric
@attribute t0_regression                           numeric
@attribute t0point5_regression                     numeric
@attribute t2_regression                           numeric
@attribute t5_regression                           numeric
@attribute t7_regression                           numeric
@attribute t9_regression                           numeric
@attribute t11point5_regression                    numeric
@attribute ndt80_delete_early_regression           numeric
@attribute ndt80_delete_mid_regression             numeric
@attribute t0_g.r_ratio                            numeric
@attribute t0point5_g.r_ratio                      numeric
@attribute t2_g.r_ratio                            numeric
@attribute t5_g.r_ratio                            numeric
@attribute t7_g.r_ratio                            numeric
@attribute t9_g.r_ratio                            numeric
@attribute t11point5_g.r_ratio                     numeric
@attribute ndt80_delete_early_g.r_ratio            numeric
@attribute ndt80_delete_mid_g.r_ratio              numeric
@attribute failed_pcr                              {0,1,2,3,4,5}
@attribute blast_homology_within_genome            {0,1}
@attribute overlaps_another_orf                    {0,1}
@attribute class {42.01,01.05,11.02.03.01,01.04,43.01.03.09,32.01,12.04.01,14.10,20.09.07.03,16.03.03,20.03,01.03.01.03,10.01.09.05,11.02.03.04,12.10,01.05.25,16.19.03,11.04.03.01,34.11.03.07,14.04,16.01,43.01.03.05,42.16,12.01.01,01.07.01,20.09.07,32.07,01.05.02.07,01.06,20.09.04,20.01.13,01.06.02.01,11.06.02,14.07.02,10.01.05.01,20.09.13,12.07,14.13,10.03.01,10,16.03.01,42.04,34.01.01.01,01.01,20.01.01.01,20.01.03,11.04.01,01.03.01,14.07.11,20.09.18,20.01.07,20.01.15,14.01,01.06.06.11,14.13.01.01,10.03.02,20.01.10,01.02,99,32.01.01,14.13.01,02.13.03,14.07.05,01.03.04,14.07,40.01,12.04,10.01.05,42.10,10.03.01.01,01.01.06,01.01.09,20.01,20.09,11.04,18.02,02,01}

@data
2041,1166,1500,662,0,3057,1368,2014,568,0,2377,1572,2177,1072,0,2866,1499,3521,870,0,2696,1386,4283,990,0,2174,1280,3902,1044,0,2928,1153,6277,1051,0,2608,1061,5843,3495,0,1156,438,1972,335,0,2255,924,4988,421,0,0.873,0.886,0.848,0.918,0.761,0.852,0.901,0.899,0.959,0.884,1.024,0.586,0.469,0.289,0.248,0.297,0.376,0.272,1.04,1.16,0.72,0.51,0.39,0.31,0.33,0.65,0.43,1,1,0,43.01.03.05
1971,1195,1604,740,0,2119,1068,1553,417,0,2628,1348,2584,833,0,2239,1792,1727,1213,1,3212,1884,3726,1482,0,2670,1161,2468,850,0,6643,3049,6211,2338,0,4178,1524,5709,3867,0,4808,709,7436,513,0,3933,1194,4178,741,0,0.853,0.899,0.807,0.735,0.917,0.923,0.83,0.937,0.928,0.679,0.919,0.642,0.768,0.58,0.845,0.748,0.584,0.733,0.89,0.92,0.73,0.86,0.59,0.93,0.92,1.44,0.59,1,1,1,01
4244,1161,3784,614,0,6034,1480,3792,746,0,4200,1394,2234,786,0,5812,1942,3152,1149,0,5935,1587,3214,1006,0,3975,1278,2427,1017,0,8773,1299,4863,789,0,4534,1419,5567,3521,0,4491,583,3219,478,0,4097,970,2752,477,0,0.92,0.955,0.966,0.915,0.943,0.904,0.934,0.951,0.94,0.875,1.459,1.874,1.727,1.969,1.81,1.537,1.369,1.267,0.97,1.49,1.93,1.93,1.96,1.91,1.83,1.52,1.42,1,1,0,01.05
5146,1266,3990,634,0,1098,855,379,277,0,3792,1090,2976,533,0,5595,1446,3625,800,0,8255,1571,5072,948,0,3557,1513,2478,1251,0,3822,1114,2601,760,0,9600,974,7936,2979,0,5582,629,4480,442,0,5133,920,4289,438,0,0.886,0.287,0.941,0.942,0.974,0.936,0.972,0.97,0.962,1.022,0.843,1.039,1.425,1.633,1.72,1.436,1.209,1.105,1.15,2.38,1.1,1.46,1.62,1.66,1.47,1.74,1.22,1,1,0,01.06.06.11
2434,1097,2432,595,0,3667,1063,2845,486,0,2153,1231,1274,682,0,3186,1792,2503,1171,0,3281,1460,4066,1172,0,2250,1106,2637,927,0,4164,1062,4589,732,0,4816,1380,6631,3650,0,3540,607,2046,437,0,3221,995,2312,537,0,0.609,0.932,0.936,0.951,0.905,0.908,0.936,0.987,0.959,0.314,1.013,1.545,0.869,0.594,0.582,0.785,1.856,1.221,0.72,1.1,1.55,1.04,0.62,0.66,0.8,1.15,1.82,1,1,0,16.03.03
1749,1242,1096,681,0,2943,1200,2415,454,0,1729,1203,1465,620,0,2129,1386,1324,734,0,3032,1752,1837,1073,0,2132,1747,1670,1298,0,1989,1136,1406,763,0,9918,2139,9109,3796,0,2737,778,3063,542,0,2361,922,1115,500,0,0.522,0.911,0.777,0.849,0.863,0.517,0.935,0.879,0.938,0.599,0.748,0.491,0.995,1.518,0.534,1.164,0.687,2.252,1.22,0.88,0.62,1.25,1.67,1.03,1.32,1.46,0.77,1,1,1,11.02.03.04
4837,1172,4673,602,0,6247,1085,2444,400,0,4236,1239,2123,642,0,5552,1494,2664,822,0,6327,1580,3273,1018,0,4867,1294,2896,884,0,7274,1106,6196,712,0,9252,1142,8198,3443,0,5396,531,1644,407,0,9907,1043,2287,440,0,0.928,0.937,0.957,0.918,0.927,0.913,0.914,0.92,0.946,0.835,2.557,1.964,2.053,1.99,1.654,1.009,3.654,4.443,0.9,2.52,2.02,2.2,2.1,1.77,1.12,1.7,3.93,2,1,0,12.01.01
3350,1303,2406,645,0,4339,1027,2999,370,0,2496,1165,2230,568,0,3114,1681,3601,1100,0,3890,1490,8221,1083,0,3282,1626,5593,1472,0,3002,1254,4756,1002,0,6311,1296,8284,3149,0,4385,728,5409,554,0,4486,1020,5814,508,0,0.817,0.933,0.932,0.858,0.867,0.922,0.883,0.933,0.936,0.947,1.16,0.764,0.509,0.329,0.408,0.498,0.725,0.593,1.16,1.25,0.8,0.57,0.33,0.4,0.46,0.97,0.75,1,1,0,14.04
6011,1498,4812,842,0,8203,1416,9212,660,0,4404,1158,4156,616,0,5362,1721,3657,894,0,12135,2938,8262,2094,0,3141,1730,2243,1264,0,4005,1302,2799,850,0,23362,2341,25260,4494,0,6264,810,6430,705,0,3888,1044,3146,512,0,0.85,0.906,0.934,0.905,0.94,0.875,0.962,0.941,0.939,0.944,0.694,0.837,1.111,1.396,1.261,1.347,0.9,1.017,1.13,0.79,0.91,1.31,1.49,1.44,1.38,1.01,0.95,1,1,0,01.04
6861,1312,7166,844,0,5732,1262,4991,591,0,5515,1941,7357,1428,0,5699,1534,11183,980,0,7224,1543,11259,1180,0,8110,1248,9038,929,0,13016,1305,12751,963,0,5603,1273,8330,3397,0,2252,424,4002,319,0,3689,917,10787,441,0,0.972,0.959,0.956,0.952,0.94,0.93,0.929,0.945,0.958,0.866,1.013,0.593,0.38,0.539,0.827,0.95,0.46,0.25,0.87,1.01,0.6,0.4,0.56,0.84,0.99,0.87,0.49,1,1,0,14.13.01.01
4405,1440,3769,838,0,5170,1279,4140,467,0,2975,1123,2198,575,0,4268,1647,2315,866,0,6771,1658,4003,1048,0,2637,1531,2043,1194,0,2299,1112,2053,747,0,19337,2057,16242,3976,0,5946,786,4381,566,0,3972,1037,3334,556,0,0.819,0.95,0.939,0.941,0.948,0.891,0.963,0.953,0.969,0.856,1.017,1.064,1.736,1.665,1.326,0.886,1.295,1.017,1.01,1.05,1.14,1.8,1.73,1.3,0.9,1.4,1.35,1,1,0,01.05
6832,1252,6478,684,0,9120,1136,2596,397,0,5170,1184,2385,580,0,7641,1616,2959,816,0,11385,1756,4388,1142,0,4845,1572,2823,1236,0,4323,1073,2918,684,0,11236,1348,7375,3271,0,4852,673,1737,436,0,4629,908,1921,420,0,0.935,0.935,0.94,0.912,0.955,0.917,0.925,0.96,0.978,0.906,3.492,2.156,2.413,2.741,2.016,1.283,3.207,2.508,0.96,3.63,2.2,2.81,2.96,2.06,1.45,2.4,3.21,2,1,0,12.01.01
3774,1316,3471,727,0,4999,1258,3698,455,0,4274,1127,3839,522,0,4727,1398,3009,689,0,11308,1880,8891,1282,0,5538,1639,4143,1182,0,4624,1074,2912,631,0,14297,1702,12753,3649,0,4423,776,3140,531,0,3773,1159,1840,606,0,0.865,0.918,0.927,0.897,0.949,0.939,0.946,0.967,0.961,0.742,1.067,0.886,1.313,1.212,1.264,1.486,1.351,2.062,0.89,1.15,0.94,1.43,1.23,1.31,1.55,1.38,1.39,1,1,0,14.10
2760,1199,2248,739,0,3454,1158,1613,466,0,2322,1243,1392,722,0,3163,1742,2226,1111,0,4110,2048,3008,1387,0,2549,1249,1954,956,0,6299,1776,5012,1148,0,5698,1291,6605,3520,0,5299,668,1991,468,0,6701,1085,5669,593,0,0.842,0.93,0.836,0.901,0.882,0.894,0.857,0.959,0.938,0.868,1.884,1.313,0.816,1.12,1.157,0.912,3.032,0.763,1.03,2,1.61,1.27,1.27,1.3,1.17,1.42,3.04,2,1,0,12.01.01
6642,1126,6541,614,0,5976,1106,8958,389,0,4372,1226,6512,632,0,7317,1604,7764,934,0,9702,1541,9040,1131,0,7489,1275,5099,928,0,10669,1127,8795,825,0,14999,1115,15798,3365,0,6658,544,8454,407,0,11229,982,7465,435,0,0.976,0.963,0.962,0.939,0.97,0.959,0.959,0.951,0.954,0.938,0.577,0.498,0.782,1.009,1.492,1.147,0.723,1.437,0.93,0.56,0.53,0.83,1.03,1.48,1.19,1.11,0.75,1,1,1,01.04
6686,1345,6844,846,0,6016,1216,3579,537,0,5750,1375,5054,859,0,5747,1739,6252,1181,0,10128,1777,13919,1509,0,4906,1205,6517,988,0,12485,1138,13021,721,0,7475,1438,7972,3568,0,5625,646,4907,485,0,4333,998,5913,619,0,0.935,0.934,0.917,0.923,0.937,0.925,0.905,0.974,0.973,0.878,1.541,0.966,0.727,0.63,0.623,0.856,1.11,0.608,0.89,1.57,1.04,0.79,0.67,0.66,0.92,1.37,1.12,1,1,0,16.01
6867,1295,7493,761,0,7790,1507,2633,618,0,5079,1576,2463,953,0,7481,1576,4226,922,0,8159,1633,3855,1061,0,5781,1358,2910,968,0,13021,1333,6728,855,0,5192,1007,5966,3203,0,5235,488,2116,357,0,9712,1091,4844,552,0,0.957,0.932,0.94,0.909,0.893,0.954,0.934,0.95,0.95,0.811,3.013,2.272,1.63,2.121,2.232,1.887,2.548,1.861,0.82,3.11,2.31,1.78,2.33,2.27,1.99,1.51,2.69,1,1,0,12.10
5384,1265,5264,606,0,7146,1087,6147,459,0,4846,1562,3817,967,0,5587,1693,4386,982,0,8986,1771,7957,1372,0,3835,1189,3367,928,0,11140,1091,11322,777,0,11293,1446,10798,3973,0,6075,711,6154,496,0,5413,1012,5925,538,0,0.907,0.942,0.906,0.961,0.869,0.917,0.861,0.954,0.969,0.834,1.035,1.077,1.136,0.915,0.988,0.799,0.911,0.829,0.88,1.06,1.15,1.14,1.09,1.08,0.95,1.44,0.94,1,1,0,11.02.03.04
4486,1318,3750,671,0,9241,1556,4916,713,0,3204,1248,2824,650,0,5128,1900,3313,1122,0,6192,1717,2301,968,0,3929,1708,1719,1210,0,2163,1015,891,649,0,19475,1462,9815,3413,0,4773,614,3721,419,0,8811,1026,1193,473,0,0.904,0.906,0.921,0.898,0.834,0.629,0.759,0.965,0.941,0.915,1.694,0.857,1.303,2.394,2.893,3.499,1.236,10.886,1.02,1.82,0.89,1.47,3.35,4.36,4.74,2.81,1.25,1,1,0,32.01
3082,1514,2230,903,0,4126,1510,1893,608,0,2111,1180,1661,625,0,3283,2006,2679,1299,0,3158,1706,3631,1139,0,2697,1716,3065,1412,0,1689,1092,1810,740,0,6068,1265,9355,3295,0,4377,662,2901,449,0,7505,1130,3653,526,0,0.751,0.865,0.896,0.873,0.915,0.906,0.86,0.937,0.944,0.699,1.776,0.768,0.833,0.496,0.484,0.334,1.503,1.914,1.18,2.03,0.89,0.92,0.58,0.59,0.55,0.79,1.51,2,1,0,12.01.01
14072,1425,14170,832,0,13966,1652,11964,871,0,22792,2319,10204,1338,0,26404,2164,9742,1168,0,35540,2232,11472,1410,0,29982,2106,8436,1426,0,38639,1737,12306,1143,0,17170,1244,9202,3369,0,9209,481,3541,373,0,24813,994,6076,449,0,0.946,0.964,0.912,0.941,0.941,0.962,0.958,0.966,0.975,0.924,1.158,2.093,2.8,3.107,3.721,3.085,2.727,4.067,0.94,1.11,2.3,2.82,3.31,3.97,3.3,2.73,2.75,1,1,0,42.01
7504,1867,5781,1199,0,6740,1756,4429,758,0,5258,1633,4068,929,0,8555,2346,9374,1556,0,9478,2010,10676,1354,0,8587,2160,8737,1885,0,2772,1300,2049,978,0,1343,887,3668,3010,0,4969,666,6124,458,0,7009,995,12857,530,0,0.899,0.924,0.959,0.905,0.968,0.958,0.9,0.958,0.956,1.088,1.29,1.113,0.712,0.761,0.907,1.231,0.734,0.477,1.23,1.35,1.15,0.79,0.8,0.93,1.37,0.69,0.75,1,1,0,43.01.03.05
5901,2045,5573,1252,0,8906,1472,3911,545,0,2824,1184,3355,614,0,4257,1788,4073,1096,0,7664,1864,10365,1304,0,2612,1528,2556,1246,0,2599,1157,2397,780,0,17036,1762,14645,3726,0,2235,821,2937,628,0,2602,1125,2396,621,0,0.867,0.935,0.918,0.871,0.961,0.907,0.925,0.944,0.905,0.819,1.996,0.544,0.738,0.602,0.737,0.822,0.593,1.089,0.89,2.2,0.59,0.82,0.64,0.82,0.89,1.39,0.61,1,1,0,14.04
4055,1297,3185,662,0,4697,1243,4961,526,0,2517,1153,2762,623,0,3395,1642,6239,1273,0,5312,1778,14510,1768,0,2496,1471,3458,1208,0,1947,1032,2856,768,0,2560,1225,3598,3001,0,2315,658,4246,472,0,1695,932,4579,445,0,0.881,0.918,0.952,0.935,0.935,0.909,0.92,0.948,0.957,0.979,0.738,0.595,0.345,0.248,0.376,0.406,0.43,0.165,1.09,0.77,0.63,0.35,0.27,0.45,0.43,2.23,0.43,1,1,1,01.02
2908,1049,2552,645,0,3512,1106,1644,491,0,2618,1297,1518,726,0,3032,1587,1863,1059,0,4562,1528,4476,1249,0,2834,1235,2960,1292,0,7190,1204,6955,1268,0,5208,1312,5675,3509,0,6706,627,2627,438,0,4929,963,2399,483,0,0.891,0.909,0.961,0.86,0.915,0.946,0.962,0.949,0.97,0.864,1.886,1.665,1.457,0.883,0.894,1.041,2.743,2.104,0.97,2.08,1.66,1.79,0.94,0.95,1.05,1.79,2.77,2,1,0,12.01.01
2349,1278,1455,636,0,2730,1137,1099,378,0,1817,1169,967,579,0,2448,1580,1459,866,0,2746,1541,2116,948,0,1931,1381,1536,1021,0,1685,1132,1123,723,0,3618,1282,5550,3224,0,2416,676,1228,480,0,2818,934,1922,464,0,0.675,0.844,0.85,0.829,0.843,0.839,0.815,0.935,0.949,0.671,1.957,1.414,1.19,0.866,0.903,0.987,2.241,1.22,1.3,2.2,1.67,1.46,1.03,1.06,1.38,1,2.32,1,1,0,11.02.03.04
3210,1512,2479,1002,0,4640,1357,7191,598,0,2892,1288,4081,789,0,3225,1416,2408,711,0,8356,1921,6827,1200,0,2677,1631,2369,1243,0,2794,1264,2393,934,0,20327,1989,10624,3702,0,4086,783,2619,544,0,2086,856,1091,440,0,0.897,0.873,0.955,0.952,0.956,0.925,0.941,0.945,0.923,1.034,0.437,0.469,1.028,1.049,0.829,1.058,1.44,1.708,1.14,0.49,0.48,1.06,1.14,0.92,1.04,2.64,1.59,1,1,0,01.01.06
2627,1135,1940,513,0,3218,1146,1908,426,0,2366,1316,2262,706,0,2981,1668,3070,967,0,3184,1471,3380,1063,0,2189,1176,2169,830,0,3383,1009,4157,726,0,2558,1036,4723,3174,0,1387,489,1497,363,0,1982,1032,2262,439,0,0.93,0.945,0.937,0.897,0.91,0.917,0.976,0.945,0.943,1.019,1.364,0.632,0.552,0.653,0.691,0.691,0.751,0.482,1.04,1.39,0.67,0.62,0.73,0.75,0.69,0.98,0.79,1,1,0,11.02.03.04
3037,1394,2043,761,0,4293,1308,6177,560,0,2635,1329,4325,701,0,3440,1527,7080,1000,0,4737,1699,14116,1284,0,3236,1765,3462,1409,0,2741,1116,3110,772,0,10366,1435,8203,3256,0,2344,727,13462,639,0,2211,940,9345,533,0,0.827,0.854,0.929,0.926,0.925,0.947,0.94,0.942,0.919,1.109,0.461,0.351,0.306,0.211,0.707,0.656,0.123,0.13,1.28,0.53,0.36,0.31,0.23,0.71,0.69,1.8,0.12,1,1,0,01.04
4694,1386,3489,666,0,5804,1328,3330,592,0,2847,1262,2490,673,0,4523,2270,4514,1548,0,5412,2210,5956,2184,0,3283,1873,2888,1566,0,1845,1168,1392,852,0,2136,1262,4090,3182,0,1470,630,1573,499,0,1869,966,2094,466,0,0.856,0.911,0.968,0.884,0.868,0.898,0.852,0.906,0.916,0.984,1.509,0.845,0.67,0.774,0.967,1.01,0.692,0.499,1.17,1.63,0.87,0.75,0.84,1.06,1.25,0.96,0.78,1,1,0,10.01.09.05
2377,1428,1618,748,0,3207,1316,3601,572,0,2023,1242,1460,602,0,2287,1440,1552,790,0,4471,1672,4257,1134,0,1888,1478,1391,1048,0,1700,1079,1203,689,0,3071,1216,4356,3085,0,1773,711,2289,508,0,1338,906,1227,448,0,0.831,0.874,0.937,0.907,0.944,0.674,0.906,0.942,0.908,0.936,0.51,0.873,0.919,0.813,0.842,1.074,0.561,0.447,1.09,0.62,0.91,1.11,0.89,1.19,1.2,1.45,0.59,1,1,0,43.01.03.05
3341,1154,2938,598,0,3758,1211,2405,480,0,2638,1362,1980,802,0,3604,1496,2606,848,0,3856,1536,3560,1117,0,2822,1444,2562,1076,0,4522,1131,4930,876,0,1984,922,4469,3159,0,1458,483,1535,349,0,2809,955,1755,459,0,0.927,0.945,0.948,0.887,0.934,0.931,0.955,0.948,0.934,0.892,1.302,1.042,1.091,0.886,0.857,0.841,0.813,1.315,0.93,1.32,1.08,1.19,0.94,0.92,0.83,0.81,0.82,1,1,0,16.01
3536,1324,3095,783,0,4372,1199,1978,507,0,2995,1385,2022,781,0,3084,1647,2068,987,0,6099,2239,5013,1758,0,2513,1162,1951,839,0,8945,1545,7119,1223,0,7656,1298,11119,3913,0,5092,663,3705,479,0,4113,1013,1609,538,0,0.923,0.913,0.953,0.861,0.867,0.903,0.936,0.946,0.935,0.924,2.074,1.244,1.145,0.963,1.103,1.169,1.288,2.71,0.95,2.15,1.29,1.32,1.18,1.21,1.25,0.88,1.37,1,1,0,11.02.03.04
2765,1257,2240,705,0,3483,1348,1939,616,0,2451,1387,2100,748,0,3151,1370,3086,784,0,3216,1549,2601,1025,0,2378,1298,1769,947,0,4143,1147,3447,761,0,4588,1303,5335,3286,0,2045,411,1848,333,0,3350,891,4386,404,0,0.94,0.912,0.961,0.903,0.915,0.902,0.963,0.943,0.966,0.913,1.542,0.754,0.68,1.05,1.213,1.08,1.045,0.603,0.98,1.61,0.78,0.77,1.05,1.31,1.11,1.6,1.07,1,1,0,12.04.01
3612,1230,4267,795,1,3264,1598,1660,810,0,2210,1378,1349,772,0,2815,1595,1877,910,0,2872,1491,2296,1037,0,2838,1498,2644,1336,0,3174,1163,3180,911,0,3684,1263,4895,3421,0,1788,431,1394,323,0,3480,944,2553,431,0,0.854,0.923,0.9,0.873,0.826,0.519,0.935,0.947,0.962,0.538,2.013,1.318,1.11,0.797,0.609,0.824,1.234,1.159,0.68,1.96,1.44,1.26,1.09,1.02,0.88,1.64,1.26,1,1,0,11.02.03.04
5869,1762,4415,1185,0,5759,1822,3534,830,0,3351,1324,2666,711,0,5973,2070,3957,1168,0,6487,2083,4018,1471,0,5560,1685,3215,1292,0,2148,1326,1253,852,0,9668,1215,8581,3280,0,7777,715,7070,554,0,13896,1156,12028,568,0,0.843,0.888,0.955,0.932,0.887,0.948,0.82,0.963,0.967,1.024,1.314,0.932,1.275,1.466,1.904,1.689,1.034,1.047,1.27,1.45,1.03,1.39,1.72,2.01,2.04,1.59,1.08,1,1,1,16.01
2370,1075,1655,540,0,3992,1181,3087,488,0,2597,1306,2230,729,0,3207,1558,2846,1042,0,3748,1424,3465,997,0,2293,1264,1780,926,0,3714,1000,3490,733,0,3338,1113,4690,3234,0,2671,535,3193,419,0,3292,940,4580,449,0,0.861,0.912,0.923,0.908,0.948,0.899,0.852,0.922,0.946,0.937,1.007,0.817,0.792,0.903,1.137,0.884,0.707,0.549,1.16,1.08,0.86,0.91,0.94,1.2,0.98,1.52,0.77,1,1,0,01.04
3507,1135,3187,560,0,4699,1172,3033,469,0,3172,1334,2910,790,0,3797,1628,3741,1012,0,4294,1441,4728,1118,0,2930,1262,2930,982,0,5520,993,6024,663,0,2562,1129,4674,3141,0,2137,546,2362,397,0,2208,937,3257,483,0,0.929,0.917,0.937,0.925,0.932,0.943,0.887,0.938,0.935,0.842,1.321,0.824,0.728,0.767,0.799,0.758,0.766,0.428,0.9,1.37,0.86,0.79,0.79,0.85,0.84,0.93,0.8,1,1,1,10.01.05
3204,1132,3110,767,0,3838,1299,2345,603,0,2609,1237,1861,724,0,2955,1668,2076,1000,0,5899,2289,5860,2145,0,2785,1330,2790,1096,0,8209,2243,8622,2312,0,2858,1352,4651,3523,0,4615,718,3982,517,0,3591,867,3114,485,0,0.912,0.928,0.919,0.913,0.893,0.958,0.838,0.951,0.944,0.803,1.395,1.128,1.091,0.82,0.791,0.744,1.077,0.97,0.88,1.45,1.2,1.19,0.97,0.85,0.94,1.33,1.12,1,1,0,16.01
3809,1348,2687,686,0,6093,1234,4260,445,0,2803,1210,2190,667,0,4004,2093,3124,1226,0,5368,1906,4690,1284,0,2912,1540,2500,1167,0,2331,1114,1565,738,0,8436,1255,6891,3157,0,4842,718,4497,573,0,4603,1006,5644,486,0,0.865,0.885,0.875,0.883,0.896,0.58,0.86,0.935,0.961,1.01,1.154,0.936,0.897,0.844,0.484,1.197,0.967,0.703,1.22,1.27,1.04,1,1.01,1.02,1.47,1.92,1.05,1,1,0,16.03.03
1970,1342,1283,828,0,3891,1247,1441,464,1,1823,1139,1063,548,0,1944,1307,1122,673,0,3786,1526,3733,1024,0,2202,1711,1756,1227,0,1922,1055,1460,652,0,3425,1544,5065,3366,0,1284,680,981,464,0,1165,854,704,434,0,0.608,0.582,0.858,0.863,0.94,0.802,0.931,0.952,0.781,0.634,2.365,1.13,1.186,0.761,0.778,0.845,1.109,0.842,1.38,2.7,1.32,1.41,0.83,0.92,1.07,1.1,1.16,1,1,0,01.06.02.01
4112,1335,3842,797,0,5706,1363,1738,581,0,3292,1357,1721,727,0,4038,1925,3180,1230,0,7149,2060,4644,1315,0,3655,1298,3062,984,0,9948,2175,7193,1651,0,3798,1389,4518,3428,0,5733,699,2558,515,0,4546,953,2926,534,0,0.83,0.924,0.9,0.937,0.833,0.841,0.782,0.961,0.955,0.77,3.543,1.771,0.996,1.243,0.432,1.11,2.434,1.419,0.91,3.75,1.94,1.08,1.52,1.13,1.4,2.21,2.46,2,1,0,12.01.01
2545,1387,1982,811,0,3433,1265,2655,562,0,2357,1457,1774,735,0,2734,1566,2544,936,0,3845,1828,7037,1621,0,1967,1263,2719,1009,0,4692,1215,8351,963,0,4491,1549,6941,4222,0,3116,692,4333,498,0,2678,1047,3509,595,0,0.767,0.926,0.881,0.893,0.902,0.911,0.849,0.955,0.957,0.755,0.96,0.758,0.669,0.334,0.343,0.445,0.617,0.545,0.98,1.03,0.86,0.72,0.37,0.41,0.47,1.08,0.63,1,1,0,11.02.03.01
3782,1430,3155,860,0,5316,1252,2999,526,0,3183,1267,2158,661,0,3571,1588,1389,718,0,9320,1926,2712,1142,0,2385,1572,1287,1026,0,2739,1119,1298,784,0,17624,2180,18161,4119,0,3880,711,2380,505,0,2596,955,856,436,0,0.842,0.9,0.918,0.835,0.963,0.072,0.887,0.969,0.887,0.846,1.455,1.137,2.484,4.313,0.291,2.818,1.616,3.588,1.02,1.64,1.27,2.95,4.7,3.11,3.15,1.09,1.69,1,1,0,01.05.02.07
11062,2093,12760,1850,0,29729,1626,2439,690,0,13978,1965,3162,952,0,11147,1687,5980,921,0,19332,2668,21601,2379,0,6818,1456,10495,1225,0,12700,1370,35245,1855,0,3518,1640,28484,4528,0,11144,757,4358,483,0,10367,1291,4236,602,0,0.882,0.936,0.904,0.943,0.937,0.97,0.895,0.957,0.978,0.739,15.149,5.009,1.822,0.786,0.56,0.312,2.606,2.489,0.82,16.06,5.43,1.86,0.86,0.57,0.33,0.07,2.68,1,1,0,01.05
5298,1786,4540,1076,0,4831,1299,6049,570,0,3135,1305,3141,689,0,3517,1514,3710,854,0,8974,1887,10368,1414,0,2533,1592,1717,1092,0,3008,1394,1861,841,0,8958,1782,11072,3652,0,2790,739,4272,565,0,1785,1001,2719,495,0,0.882,0.901,0.905,0.933,0.961,0.872,0.921,0.97,0.927,0.878,0.559,0.681,0.64,0.78,1.319,1.441,0.544,0.299,1.01,0.64,0.74,0.7,0.79,1.5,1.58,0.96,0.55,1,1,0,01.04
3356,1318,3014,834,0,3138,1588,2318,866,0,2468,1386,2008,811,0,3202,1694,3094,938,0,2819,1639,3555,1095,0,3122,1356,5178,996,0,2602,1209,3482,972,0,1674,1113,3885,3241,0,2250,404,1764,330,0,4720,939,4226,431,0,0.873,0.889,0.91,0.913,0.823,0.964,0.904,0.949,0.97,0.821,0.978,0.784,0.618,0.361,0.402,0.487,1.236,0.942,0.93,1.06,0.9,0.69,0.47,0.42,0.55,0.87,1.28,2,1,0,12.01.01
